Name Equatorial Polar BlueFlux GreenFlux RedFlux Parallax RadialVelocity Distance Periodicity PeriodUnc Location
P00955 275.646 115.656 4.61e-12 3.30e-12 1.80e-12 0.005 -1.50 undef 0 0 LeftD05
P05872 275.734 115.388 1.86e-12 2.53e-12 2.61e-12 0.006 -1.50 167 19.73941368078176 0.022283882918430555 LeftD05
P07552 275.642 119.302 1.83e-14 8.84e-15 3.80e-15 0.003 -0.32 undef 0 0 LeftD05
P08258 275.713 115.14 1.93e-14 1.30e-14 6.85e-15 0.003 -1.52 undef 0 0 LeftD05
P06285 275.798 117.004 7.79e-13 5.07e-13 2.09e-13 0.001 0.90 undef 0 0 LeftD05
P07381 275.757 116.726 8.45e-14 3.53e-14 2.01e-14 0.003 -1.76 undef 0 0 LeftD05
P07104 275.738 116.289 5.83e-14 3.60e-14 1.51e-14 0.003 -1.75 undef 0 0 LeftD05
P02897 275.829 111.928 6.95e-15 5.49e-15 2.85e-15 0.003 -1.60 undef 0 0 LeftD05
P09096 275.855 116.284 2.12e-16 2.60e-16 1.60e-16 0.004 -1.74 undef 0 0 LeftD05
P00331 275.833 115.002 3.36e-12 1.98e-12 1.07e-12 0.003 -1.42 undef 0 0 LeftD05
P03230 275.927 115.291 2.43e-16 2.76e-16 1.77e-16 0.003 -1.53 undef 0 0 LeftD05
P05479 275.862 115.499 1.69e-15 1.28e-15 7.48e-16 0.003 -1.63 undef 0 0 LeftD05
P00507 275.936 115.364 7.66e-17 9.40e-17 8.05e-17 0.004 -1.58 undef 0 0 LeftD05
P05321 275.934 115.044 1.21e-14 6.62e-15 3.35e-15 0.002 -1.54 undef 0 0 LeftD05
P07176 275.862 115.329 1.16e-15 9.29e-16 5.44e-16 0.003 -1.65 undef 0 0 LeftD05
P07055 275.979 115.276 1.85e-14 1.12e-14 6.35e-15 0.002 -1.63 undef 0 0 LeftD05
P07335 275.91 115.502 1.03e-14 6.46e-15 3.25e-15 0.001 -1.68 undef 0 0 LeftD05
P06770 276.041 115.306 1.10e-16 1.10e-16 8.76e-17 0.005 -1.69 undef 0 0 LeftD05
P08344 275.861 115.212 6.87e-17 6.79e-17 6.37e-17 0.003 -1.78 undef 0 0 LeftD05
P10256 275.846 115.36 3.85e-17 4.08e-17 4.57e-17 0.004 -1.73 undef 0 0 LeftD05
P09728 276.019 117.024 1.67e-14 1.02e-14 4.27e-15 0.004 -1.81 undef 0 0 LeftD05
P04672 275.975 115.838 2.80e-17 3.87e-17 3.78e-17 0.003 -1.93 undef 0 0 LeftD05
P09743 276.035 116.471 2.23e-12 9.89e-13 4.69e-13 0.003 -1.79 undef 0 0 LeftD05
P09038 276.081 115.038 2.12e-13 1.09e-13 5.33e-14 0.004 -1.82 undef 0 0 LeftD05
P05439 276.024 114.439 8.62e-16 7.65e-16 5.14e-16 0.001 -1.74 undef 51.73591348890153 0.10704919875756302 LeftD05
P09895 276.139 108.22 1.58e-16 1.62e-16 1.31e-16 0.004 -1.73 undef 0 0 LeftD05
P01814 276.06 115.128 6.39e-15 4.10e-15 1.87e-15 0.002 -1.89 undef 0 0 LeftD05
P02009 276.052 116.036 8.45e-15 4.69e-15 2.91e-15 0.003 -1.95 undef 0 0 LeftD05
P08498 276.096 117.681 4.54e-17 6.01e-17 5.34e-17 0.004 -1.81 undef 0 0 LeftD05
P00891 276.092 118.771 3.76e-17 4.62e-17 4.77e-17 0.004 -1.84 undef 0 0 LeftD05
P08989 276.047 114.247 4.17e-14 2.54e-14 1.12e-14 0.002 -1.76 undef 0 0 LeftD05
P08493 276.18 115.838 2.33e-17 3.20e-17 2.60e-17 0.003 -2.01 undef 0 0 LeftD05
P03069 276.118 115.117 4.02e-14 1.90e-14 9.12e-15 0.004 -1.93 undef 0 0 LeftD05
P05100 276.221 115.433 4.31e-15 3.18e-15 1.57e-15 0.005 -2.07 undef 0 0 LeftD05
P03607 276.211 115.288 2.28e-15 1.59e-15 9.53e-16 0.004 -2.12 undef 0 0 LeftD05
P00671 276.191 115.518 1.20e-16 1.43e-16 1.18e-16 0.003 -2.13 undef 0 0 LeftD05
P08314 276.292 117.059 1.15e-15 6.98e-16 3.98e-16 0.002 0.86 undef 0 0 LeftD05
P07201 276.42 116.189 3.18e-14 1.85e-14 8.91e-15 0.002 -2.06 undef 0 0 LeftD05
P08830 276.453 112.707 3.39e-15 2.09e-15 1.15e-15 0.003 -1.82 undef 0 0 LeftD05
P05523 276.541 118.308 7.18e-17 6.72e-17 5.21e-17 0.001 0.45 undef 49.59083469721767 0.1319744441797358 LeftD05
P07680 276.561 118.498 3.00e-16 2.05e-16 1.21e-16 0.001 0.02 undef 0 0 LeftD05
P07214 276.735 111.617 3.23e-17 3.65e-17 3.78e-17 0.003 -1.84 undef 0 0 LeftD05
P06543 276.58 115.473 4.17e-12 4.00e-12 3.02e-12 0.005 -2.31 undef 0 0 LeftD05
P07416 276.721 115.541 3.35e-14 1.91e-14 1.00e-14 0.004 -2.36 undef 0 0 LeftD05
P04548 276.649 118.98 6.59e-14 3.59e-14 1.67e-14 0.003 -2.04 undef 0 0 LeftD05
P02736 276.72 118.142 4.64e-15 2.85e-15 1.37e-15 0.003 0.34 undef 0 0 LeftD05
P04196 276.702 117.205 7.38e-15 4.46e-15 2.32e-15 0.005 -0.03 undef 0 0 LeftD05
P07280 276.835 119.233 4.21e-15 1.75e-15 1.02e-15 0.003 -0.58 undef 0 0 LeftD05
P10086 277.07 116.819 4.17e-17 5.28e-17 4.60e-17 0.003 -2.30 undef 0 0 LeftD05
P02801 276.859 114.361 4.75e-12 3.13e-12 1.89e-12 0.004 -2.20 undef 0 0 LeftD05
P01413 276.925 114.357 4.12e-16 3.58e-16 2.58e-16 0.001 -2.24 undef 48.73994638069705 0.2126949265558276 LeftD05
P07471 276.852 115.319 4.85e-12 3.14e-12 1.62e-12 0.004 -2.37 undef 0 0 LeftD05
P02739 277.0 117.086 7.29e-17 5.40e-17 4.20e-17 0.003 0.69 undef 48.84470714669533 0.08937485281692427 LeftD05
P09421 276.931 117.859 1.28e-17 1.60e-17 1.38e-17 0.003 0.55 undef 0 0 LeftD05
P05314 276.93 118.036 2.47e-16 1.78e-16 1.19e-16 0.002 0.48 undef 0 0 LeftD05
P10444 276.988 116.041 1.24e-17 1.75e-17 2.04e-17 0.003 -2.42 undef 0 0 LeftD05
P01531 277.121 111.983 1.24e-14 7.75e-15 3.69e-15 0.004 -1.88 undef 0 0 LeftD05
P02867 277.133 117.706 4.51e-17 4.51e-17 3.59e-17 0.003 0.55 undef 0 0 LeftD05
P00918 277.064 111.703 3.95e-12 3.28e-12 2.70e-12 0.003 -1.16 undef 0 0 LeftD05
P07833 277.014 113.942 4.28e-14 2.68e-14 1.14e-14 0.004 -2.26 undef 0 0 LeftD05
P00258 277.09 119.369 8.88e-15 5.90e-15 2.86e-15 0.002 -1.01 undef 0 0 LeftD05
P10457 277.229 117.963 5.98e-15 3.17e-15 1.93e-15 0.001 0.50 undef 0 0 LeftD05
P03063 277.335 112.45 3.24e-14 1.69e-14 8.69e-15 0.002 -2.07 undef 0 0 LeftD05
P09957 277.291 116.441 1.50e-17 2.00e-17 2.17e-17 0.005 -2.51 undef 0 0 LeftD05
P05880 277.214 116.963 5.63e-17 2.35e-17 1.36e-17 0.005 -2.49 undef 0 0 LeftD05
P07853 277.3 114.735 1.58e-16 1.43e-16 1.14e-16 0.005 -2.40 undef 0 0 LeftD05
P05608 277.366 114.751 1.55e-16 9.64e-17 7.72e-17 0.002 0.02 undef 49.699289229086936 0.08000853287867002 LeftD05
P08602 277.499 118.534 3.78e-13 2.11e-13 1.07e-13 0.002 -0.07 undef 0 0 LeftD05
P02039 277.613 114.706 3.42e-17 1.91e-17 8.22e-18 0.005 -2.48 undef 0 0 LeftD05
P01220 277.559 117.637 1.77e-15 1.39e-15 8.52e-16 0.002 -2.35 undef 0 0 LeftD05
P08804 277.695 118.118 3.95e-16 2.73e-16 1.98e-16 0.003 0.18 undef 0 0 LeftD05
P07449 277.584 118.937 2.10e-16 1.60e-16 1.13e-16 0.0 -0.96 undef 0 0 LeftD05
P02360 277.705 117.707 2.70e-14 1.53e-14 8.50e-15 0.005 -2.42 undef 0 0 LeftD05
P03638 277.542 112.201 6.87e-16 5.19e-16 3.44e-16 0.002 -2.10 undef 50.24875621890547 0.10228569241203993 LeftD05
P07248 277.862 118.366 4.12e-17 3.64e-17 2.82e-17 0.003 -0.06 undef 0 0 LeftD05
P03730 277.727 118.449 9.53e-13 7.54e-13 3.84e-13 0.002 -0.31 undef 0 0 LeftD05
P06552 277.786 105.15 7.58e-17 7.28e-17 5.40e-17 0.002 -2.63 undef 0 0 LeftD05
P04188 277.89 119.52 2.44e-13 1.14e-13 5.61e-14 0.006 0.28 167 0 0 LeftD05
P03406 277.848 119.291 2.32e-14 1.33e-14 5.46e-15 0.002 -1.63 undef 0 0 LeftD05
P08614 277.836 118.115 3.94e-16 2.53e-16 1.51e-16 0.0 -0.07 undef 0 0 LeftD05
P05662 277.996 118.938 5.02e-16 4.47e-16 2.68e-16 0.005 -2.32 undef 49.59083469721767 0.11014030036344451 LeftD05
P04152 277.902 118.079 7.44e-16 4.86e-16 2.96e-16 0.001 -0.26 undef 0 0 LeftD05
P06385 277.848 118.479 5.83e-17 6.10e-17 4.59e-17 0.003 -0.31 undef 48.325358851674636 0.12710358373333783 LeftD05
P03896 277.851 118.521 5.60e-15 2.69e-15 1.35e-15 0.003 -0.49 undef 0 0 LeftD05
P07785 278.027 116.043 6.09e-15 4.39e-15 2.40e-15 0.004 -2.70 undef 0 0 LeftD05
P04812 277.988 119.069 2.27e-14 1.19e-14 6.31e-15 0.0 -1.68 undef 0 0 LeftD05
P07454 278.017 111.987 8.91e-16 8.63e-16 5.57e-16 0.003 -2.21 undef 0 0 LeftD05
P07098 278.043 119.322 1.11e-15 7.11e-16 4.12e-16 0.001 -2.40 undef 0 0 LeftD05
P07305 278.021 118.666 1.41e-16 1.13e-16 7.87e-17 0.002 -0.76 undef 51.26903553299493 0.1727718645594627 LeftD05
P07475 278.121 118.736 8.74e-13 8.47e-13 5.28e-13 0.001 -1.37 undef 0 0 LeftD05
P02797 278.045 118.541 7.06e-15 3.88e-15 2.15e-15 0.002 -0.92 undef 0 0 LeftD05
P03959 278.122 116.993 9.53e-14 4.84e-13 1.14e-12 0.003 -0.46 undef 0 0 LeftD05
P06912 278.149 119.01 2.62e-17 1.18e-17 5.59e-18 0.003 -1.97 undef 0 0 LeftD05
P06789 278.163 118.455 5.30e-16 4.05e-16 2.39e-16 0.003 -0.54 undef 0 0 LeftD05
P07091 278.216 118.478 5.22e-16 3.48e-16 2.40e-16 0.002 -0.75 undef 0 0 LeftD05
P04412 278.238 119.236 1.37e-17 7.14e-18 3.00e-18 0.001 -2.41 undef 0 0 LeftD05
P01044 278.144 118.899 2.11e-15 1.23e-15 5.34e-16 0.002 -2.23 undef 0 0 LeftD05
P09183 278.14 118.785 8.98e-13 5.57e-13 3.31e-13 -0.001 -1.21 undef 0 0 LeftD05
P09146 278.16 119.053 8.61e-15 4.88e-15 2.14e-15 0.003 -2.44 undef 0 0 LeftD05
P02595 278.19 118.003 1.86e-15 1.20e-15 6.72e-16 0.001 -0.76 undef 0 0 LeftD05
P07290 278.354 118.726 8.22e-15 4.94e-15 2.26e-15 0.001 -1.71 undef 0 0 LeftD05
P06593 278.235 118.549 2.66e-13 4.35e-13 4.84e-13 0.002 -1.11 undef 0 0 LeftD05
P07088 278.393 118.661 2.66e-15 1.50e-15 8.05e-16 0.002 -1.84 undef 0 0 LeftD05
P00030 278.233 118.702 3.40e-14 1.87e-14 8.27e-15 0.002 -1.68 undef 0 0 LeftD05
P00455 278.303 118.888 1.68e-16 1.49e-16 1.05e-16 0.001 -2.41 undef 49.9176276771005 0.13993655049059847 LeftD05
P04606 278.469 117.535 4.23e-14 2.42e-14 8.89e-15 0.003 -0.81 undef 0 0 LeftD05
P00644 278.311 118.233 1.00e-17 1.07e-17 9.62e-18 0.002 -0.53 undef 0 0 LeftD05
P05814 278.287 114.846 2.59e-16 2.62e-16 1.95e-16 0.003 -2.74 undef 0 0 LeftD05
P05289 278.374 118.227 1.46e-14 6.46e-15 3.42e-15 0.002 -1.07 undef 0 0 LeftD05
P04720 278.349 115.635 1.05e-17 1.11e-17 1.10e-17 0.001 -0.44 undef 0 0 LeftD05
P00179 278.461 118.591 1.64e-16 1.47e-16 9.84e-17 0.002 -1.84 undef 51.73591348890153 0.12096030936360516 LeftD05
P02603 278.554 118.796 7.82e-16 5.22e-16 2.97e-16 0.001 -2.23 undef 0 0 LeftD05
P00738 278.468 115.242 1.85e-16 1.78e-16 1.31e-16 0.003 -2.69 undef 0 0 LeftD05
P00118 278.555 115.57 3.60e-16 3.53e-16 2.70e-16 0.004 -2.78 undef 49.59083469721767 0.15869631061505066 LeftD05
P06554 278.562 118.297 1.46e-14 7.41e-15 3.66e-15 0.001 -1.53 undef 0 0 LeftD05
P03874 278.569 119.496 4.52e-14 2.13e-14 9.91e-15 0.001 -3.08 undef 0 0 LeftD05
P01766 278.625 118.458 6.58e-15 4.24e-15 2.10e-15 0.0 -1.65 undef 0 0 LeftD05
P01578 278.626 118.968 5.94e-17 5.04e-17 4.04e-17 0.002 -2.82 undef 0 0 LeftD05
P06610 278.634 117.739 1.02e-12 6.82e-13 4.77e-13 0.002 -1.04 undef 0 0 LeftD05
P05992 278.612 105.279 1.96e-14 1.86e-14 1.35e-14 0.033 0.57 30 0 0 LeftD05
P02229 278.64 118.627 1.01e-17 5.17e-18 2.57e-18 0.0 -2.57 undef 0 0 LeftD05
P01035 278.666 118.687 6.97e-15 4.59e-15 2.11e-15 0.003 -2.52 undef 0 0 LeftD05
P04641 278.819 118.765 6.81e-17 5.86e-17 4.88e-17 0.005 -2.46 undef 48.635634028892454 0.11827702394575293 LeftD05
P09308 278.798 119.196 2.23e-15 1.19e-15 6.70e-16 0.001 -3.13 undef 0 0 LeftD05
P04630 278.777 112.726 5.64e-15 3.61e-15 2.29e-15 0.005 -2.41 undef 0 0 LeftD05
P02120 278.766 118.311 3.32e-14 1.25e-14 6.67e-15 -0.001 -1.77 undef 0 0 LeftD05
P05155 278.916 106.829 4.63e-17 6.14e-17 5.67e-17 0.004 -0.44 undef 0 0 LeftD05
P07651 278.847 116.146 7.30e-16 4.90e-16 2.80e-16 0.003 -0.82 undef 0 0 LeftD05
P01593 278.764 109.708 3.05e-17 5.62e-17 5.20e-17 0.006 -2.65 167 0 0 LeftD05
P01440 278.984 119.967 8.33e-17 6.91e-17 4.57e-17 0.003 -3.31 undef 49.05558553696708 0.15096362222403314 LeftD05
P04081 279.134 118.649 8.75e-16 6.12e-16 3.40e-16 0.0 -2.68 undef 0 0 LeftD05
P00370 279.165 114.939 1.63e-13 7.01e-14 3.19e-14 0.004 -2.72 undef 0 0 LeftD05
P02854 279.273 119.44 4.58e-12 2.50e-12 1.03e-12 0.005 0.34 undef 0 0 LeftD05
P06908 279.164 115.405 5.95e-14 3.49e-14 1.58e-14 0.002 -2.85 undef 0 0 LeftD05
P04378 279.297 118.098 2.27e-17 2.36e-17 1.96e-17 0.003 -2.28 undef 0 0 LeftD05
P07593 279.328 119.046 1.36e-15 8.69e-16 4.65e-16 0.004 -3.31 undef 0 0 LeftD05
P08036 279.525 118.429 2.89e-14 1.29e-14 5.81e-15 -0.001 -2.61 undef 0 0 LeftD05
P02401 279.491 116.757 1.11e-14 6.24e-15 3.23e-15 0.002 -1.35 undef 0 0 LeftD05
P10240 279.515 113.356 8.42e-16 6.75e-16 4.82e-16 0.001 -2.61 undef 50.58430717863105 0.18351570902055603 LeftD05
P06028 279.567 115.241 1.86e-14 1.35e-14 6.48e-15 0.005 -2.90 undef 0 0 LeftD05
P05887 279.676 119.157 4.46e-12 3.67e-12 2.76e-12 0.004 -2.59 undef 0 0 LeftD05
P09926 279.757 116.153 4.59e-14 2.28e-14 9.78e-15 0.001 -1.28 undef 0 0 LeftD05
P05728 279.768 119.549 2.13e-16 1.95e-16 1.29e-16 0.0 -3.80 undef 0 0 LeftD05
P04962 279.739 119.416 2.07e-17 2.33e-17 2.07e-17 0.002 -3.72 undef 0 0 LeftD05
P03328 279.867 119.885 1.31e-14 6.67e-15 3.26e-15 0.001 -3.79 undef 0 0 LeftD05
P01399 279.793 117.398 4.08e-17 5.36e-17 4.61e-17 0.004 -2.90 undef 0 0 LeftD05
P01161 279.798 117.336 1.63e-15 1.20e-15 6.12e-16 0.001 -1.88 undef 0 0 LeftD05
P03339 280.008 117.955 4.23e-12 2.46e-12 1.30e-12 0.004 -0.21 undef 0 0 LeftD05
P05122 280.085 119.566 6.48e-15 3.29e-15 1.56e-15 0.002 -3.82 undef 0 0 LeftD05
P05494 280.241 117.414 8.75e-14 4.68e-14 2.05e-14 0.004 -0.36 undef 0 0 LeftD05
P02858 280.314 119.125 9.82e-13 6.90e-13 4.63e-13 0.002 -3.68 undef 0 0 LeftD05
P09636 280.287 111.36 3.96e-13 1.86e-13 8.49e-14 0.009 -0.94 111 0 0 LeftD05
P07160 280.47 119.127 3.73e-16 2.52e-16 1.38e-16 0.001 -3.76 undef 0 0 LeftD05
P04895 280.317 108.861 6.46e-15 7.35e-15 5.23e-15 0.03 0.64 33 0 0 LeftD05
P05146 280.546 115.167 1.98e-15 1.51e-15 7.76e-16 0.004 -2.88 undef 0 0 LeftD05
P04284 280.451 116.673 3.59e-12 2.06e-12 1.04e-12 0.003 -2.91 undef 0 0 LeftD05
P03886 280.579 106.501 1.61e-17 2.85e-17 2.39e-17 0.004 -0.45 undef 0 0 LeftD05
P07550 280.825 116.642 9.93e-14 4.63e-14 2.10e-14 0.004 -2.96 undef 0 0 LeftD05
P10370 280.824 117.31 1.96e-15 1.20e-15 6.38e-16 0.002 -2.20 undef 0 0 LeftD05
P06200 280.759 116.146 1.70e-17 2.47e-17 2.38e-17 0.004 -2.98 undef 0 0 LeftD05
P01565 280.942 110.903 5.17e-14 3.03e-14 1.43e-14 0.003 -2.55 undef 0 0 LeftD05
P04815 281.082 116.829 4.26e-16 3.59e-16 2.79e-16 0.005 -2.96 undef 49.59083469721767 0.16965149191541773 LeftD05
P08655 281.273 110.841 1.35e-15 1.07e-15 6.49e-16 0.003 -2.51 undef 0 0 LeftD05
P03128 281.481 118.844 6.13e-13 3.96e-13 1.85e-13 0.001 -3.34 undef 0 0 LeftD05
P03413 281.432 110.509 2.38e-15 2.77e-15 1.93e-15 0.012 -0.26 83 0 0 LeftD05
P08844 281.742 111.623 2.36e-16 2.29e-16 1.65e-16 0.003 -2.67 undef 0 0 LeftD05
P00606 282.087 114.789 1.27e-16 1.44e-16 1.06e-16 0.005 -2.96 undef 0 0 LeftD05
P09154 282.417 113.111 9.51e-15 5.14e-15 3.41e-15 0.005 -2.78 undef 0 0 LeftD05
P07025 282.679 118.978 1.26e-15 9.26e-16 5.98e-16 0.004 -2.94 undef 0 0 LeftD05
P09840 282.527 110.029 2.97e-15 2.00e-15 1.11e-15 0.003 -2.90 undef 0 0 LeftD05
P00787 282.844 105.598 1.09e-15 1.02e-15 4.45e-16 0.003 -3.58 undef 0 0 LeftD05
P02696 283.198 114.977 4.88e-15 2.97e-15 1.64e-15 0.002 -3.06 undef 0 0 LeftD05
P08514 283.396 118.646 4.90e-17 2.74e-17 1.15e-17 0.007 0.12 143 0 0 LeftD05
P00856 284.142 112.422 1.35e-11 2.48e-11 3.49e-11 0.013 0.10 77 0 0 LeftD05
P10100 284.188 114.761 2.13e-16 1.93e-16 1.70e-16 0.004 -3.12 undef 0 0 LeftD05
P08896 284.666 113.294 4.66e-11 3.71e-11 2.50e-11 0.012 -0.19 83 0 0 LeftD05
P09919 284.75 116.269 2.57e-15 1.75e-15 1.32e-15 0.005 -1.26 undef 0 0 LeftD05
P09616 271.849 120.743 4.11e-16 3.81e-16 3.63e-16 0.007 1.13 143 0 0 LeftD06
P05824 272.432 123.319 2.27e-15 1.69e-15 8.72e-16 0.004 -1.28 undef 0 0 LeftD06
P04411 272.549 121.221 2.41e-17 2.87e-17 3.48e-17 0.006 -1.16 167 0 0 LeftD06
P05317 274.529 121.602 6.10e-16 4.86e-16 4.64e-16 0.006 1.09 167 0 0 LeftD06
P06708 274.467 120.45 5.13e-13 2.61e-13 1.15e-13 0.005 0.80 undef 0 0 LeftD06
P01989 274.571 120.361 1.76e-15 1.38e-15 1.09e-15 0.007 1.02 143 50.360110803324105 0.1280997886275116 LeftD06
P09022 274.795 120.688 1.16e-17 2.05e-17 2.38e-17 0.005 1.18 undef 0 0 LeftD06
P00713 274.886 122.105 7.72e-17 1.12e-16 9.70e-17 0.006 1.06 167 0 0 LeftD06
P08149 275.266 122.39 4.26e-13 2.26e-13 9.55e-14 0.001 -1.55 undef 0 0 LeftD06
P06658 275.477 131.737 7.26e-17 1.01e-16 1.35e-16 0.008 0.07 125 0 0 LeftD06
P02970 275.607 124.035 7.48e-16 6.66e-16 4.70e-16 0.005 -1.70 undef 50.69715560513106 0.14364751322134284 LeftD06
P08136 275.601 120.293 1.47e-17 2.16e-17 2.62e-17 0.005 0.84 undef 0 0 LeftD06
P08690 276.1 128.658 2.16e-16 2.43e-16 2.21e-16 0.007 -0.02 143 0 0 LeftD06
P08041 276.435 123.044 6.15e-14 3.78e-14 1.89e-14 0.007 0.91 143 0 0 LeftD06
P00157 276.472 122.998 1.99e-13 1.15e-13 4.06e-14 0.006 0.98 167 0 0 LeftD06
P09771 276.68 129.084 6.25e-15 4.44e-15 2.77e-15 0.007 0.12 143 0 0 LeftD06
P08905 276.819 120.738 2.52e-17 1.49e-17 5.00e-18 0.005 1.02 undef 0 0 LeftD06
P01718 276.944 124.735 1.02e-15 1.20e-15 9.27e-16 0.007 0.13 143 0 0 LeftD06
P06582 276.877 122.961 3.88e-14 1.99e-14 8.64e-15 0.001 -2.14 undef 0 0 LeftD06
P02144 277.347 128.05 8.66e-12 4.12e-12 1.54e-12 0.008 0.11 125 0 0 LeftD06
P02983 277.467 121.172 1.88e-17 2.52e-17 1.83e-17 0.0 -2.29 undef 0 0 LeftD06
P07118 278.343 120.162 4.82e-14 2.12e-14 1.28e-14 0.004 -2.45 undef 0 0 LeftD06
P03796 278.614 120.234 2.68e-15 1.59e-15 8.84e-16 0.001 -2.72 undef 0 0 LeftD06
P08325 278.568 124.203 6.17e-15 5.80e-15 2.50e-15 0.006 0.44 167 0 0 LeftD06
P05301 278.891 122.234 4.07e-15 2.78e-15 1.10e-15 0.001 -2.90 undef 0 0 LeftD06
P09446 279.144 122.151 8.40e-16 6.89e-16 4.42e-16 0.004 -2.28 undef 50.24875621890547 0.16203876065313383 LeftD06
P04951 279.249 122.182 2.61e-16 3.10e-16 2.67e-16 0.006 0.61 167 0 0 LeftD06
P02583 279.47 127.503 3.33e-17 5.52e-17 7.35e-17 0.007 -0.06 143 0 0 LeftD06
P02809 279.79 124.893 1.24e-15 1.36e-15 8.62e-16 0.007 0.48 143 49.375339489407935 0.15492023193852544 LeftD06
P05269 279.712 121.499 3.33e-16 2.58e-16 1.41e-16 0.003 -3.56 undef 0 0 LeftD06
P03236 279.794 120.148 9.16e-13 6.18e-13 3.21e-13 -0.001 -3.90 undef 0 0 LeftD06
P08249 279.842 123.72 1.34e-17 1.76e-17 1.52e-17 0.001 -3.14 undef 0 0 LeftD06
P05218 280.123 121.186 2.84e-14 1.55e-14 6.60e-15 0.001 -3.85 undef 0 0 LeftD06
P02666 280.34 121.451 1.02e-13 5.73e-14 2.90e-14 0.007 0.75 143 0 0 LeftD06
P02594 280.273 120.608 4.21e-14 2.04e-14 9.57e-15 0.002 -4.05 undef 0 0 LeftD06
P08413 280.265 123.279 1.02e-11 5.86e-12 3.21e-12 0.006 0.62 167 0 0 LeftD06
P03848 281.216 123.39 8.04e-15 3.59e-15 1.83e-15 0.002 -3.65 undef 0 0 LeftD06
P06440 281.39 124.465 3.08e-17 3.33e-17 3.72e-17 0.005 0.63 undef 0 0 LeftD06
P03111 281.384 122.886 1.45e-16 1.69e-16 1.42e-16 0.007 0.48 143 0 0 LeftD06
P04595 281.487 129.01 9.55e-14 4.66e-14 2.31e-14 0.002 -2.02 undef 0 0 LeftD06
P01039 281.993 122.768 1.03e-17 1.18e-17 1.46e-17 0.003 -2.51 undef 0 0 LeftD06
P01414 282.355 122.369 4.67e-17 3.02e-17 2.99e-17 0.002 -4.15 undef 0 0 LeftD06
P09019 282.545 123.698 5.46e-15 3.97e-15 2.31e-15 0.009 -0.18 111 0 0 LeftD06
P04608 282.801 121.59 1.83e-14 9.39e-15 4.67e-15 0.004 -2.68 undef 0 0 LeftD06
P00234 283.461 130.893 1.36e-16 7.15e-17 4.72e-17 0.001 -2.94 undef 0 0 LeftD06
P02277 283.704 133.958 1.47e-16 9.53e-17 4.70e-17 -0.001 -0.16 undef 0 0 LeftD06
P07182 283.639 122.673 1.28e-13 6.39e-14 3.69e-14 0.009 -0.49 111 0 0 LeftD06
P09969 283.699 121.074 2.92e-15 2.11e-15 1.33e-15 0.004 -0.18 undef 0 0 LeftD06
P04030 283.714 120.529 5.70e-13 2.73e-13 1.17e-13 0.005 -0.24 undef 0 0 LeftD06
P09877 283.748 133.909 1.77e-15 1.06e-15 4.45e-16 -0.0 -0.65 undef 0 0 LeftD06
P02447 283.804 134.377 8.54e-14 6.48e-14 5.12e-14 -0.001 0.52 undef 0 0 LeftD06
P03342 283.68 134.71 3.94e-17 2.99e-17 1.95e-17 0.001 1.47 undef 0 0 LeftD06
P08064 283.669 133.876 7.95e-14 5.62e-14 3.22e-14 0.001 -1.12 undef 0 0 LeftD06
P01685 283.803 132.765 9.65e-17 6.89e-17 3.43e-17 -0.0 -2.69 undef 0 0 LeftD06
P03004 283.707 133.97 3.67e-17 2.35e-17 1.47e-17 -0.002 0.06 undef 0 0 LeftD06
P02172 283.817 133.749 3.44e-14 1.55e-14 9.15e-15 0.002 -0.99 undef 0 0 LeftD06
P01853 283.946 124.923 6.58e-13 2.75e-13 1.36e-13 0.007 -0.52 143 0 0 LeftD06
P00773 283.846 132.686 5.02e-16 2.97e-16 1.33e-16 0.002 -2.95 undef 0 0 LeftD06
P08861 283.999 133.341 2.17e-16 1.16e-16 5.80e-17 -0.0 -2.06 undef 0 0 LeftD06
P04078 283.967 133.482 1.87e-16 1.27e-16 5.12e-17 0.001 -2.44 undef 0 0 LeftD06
P03335 283.934 133.088 2.36e-17 2.12e-17 1.29e-17 0.001 -2.87 undef 0 0 LeftD06
P01019 283.94 134.722 5.45e-16 2.53e-16 1.33e-16 0.004 1.44 undef 0 0 LeftD06
P09542 284.049 133.737 1.69e-15 9.93e-16 4.58e-16 0.001 -1.09 undef 0 0 LeftD06
P04530 283.961 133.188 2.80e-17 2.08e-17 1.46e-17 0.001 -2.35 undef 0 0 LeftD06
P08155 284.026 134.846 7.81e-16 3.56e-16 1.98e-16 0.001 1.64 undef 0 0 LeftD06
P03298 283.928 133.705 2.95e-14 1.33e-14 6.42e-15 0.001 -1.90 undef 0 0 LeftD06
P09067 283.976 121.733 1.54e-15 1.32e-15 1.03e-15 0.005 0.08 undef 49.699289229086936 0.15168005544958887 LeftD06
P09843 284.003 133.2 6.50e-17 4.08e-17 2.97e-17 0.0 -2.83 undef 0 0 LeftD06
P08586 283.907 134.305 1.17e-15 5.63e-15 1.56e-14 0.001 0.92 undef 0 0 LeftD06
P05963 283.928 121.541 2.86e-17 4.79e-17 5.41e-17 0.007 0.13 143 0 0 LeftD06
P01087 284.177 134.155 1.64e-16 9.62e-17 4.66e-17 0.001 0.36 undef 0 0 LeftD06
P04781 284.0 133.724 8.38e-14 8.04e-14 4.28e-14 0.0 -2.60 undef 0 0 LeftD06
